canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,target_name
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,CHEMBL1173354,IC50,nM,19000.0,IC50,uM,19.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)cc1,CHEMBL1173353,IC50,nM,69000.0,IC50,uM,69.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc([N+](=O)[O-])c1,CHEMBL1173280,IC50,nM,96000.0,IC50,uM,96.0,CHRNA1
COc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,CHEMBL1173279,IC50,nM,49000.0,IC50,uM,49.0,CHRNA1
Cc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,CHEMBL1173277,IC50,nM,33000.0,IC50,uM,33.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Br)c1,CHEMBL1173276,IC50,nM,18000.0,IC50,uM,18.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(F)c1,CHEMBL1173275,IC50,nM,100000.0,IC50,uM,100.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccccc1,CHEMBL1173274,IC50,nM,100000.0,IC50,uM,100.0,CHRNA1
C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,CHEMBL1172929,IC50,nM,28000.0,IC50,uM,28.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1172928,IC50,nM,7600.0,IC50,uM,7.6,CHRNA1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL894,IC50,nM,7900.0,IC50,uM,7.9,CHRNA1
Cc1ccc(NC(=O)c2cc(-c3ccccc3)c(N3CCOCC3)s2)c(C)c1,CHEMBL1210703,IC50,nM,1000.0,pIC50,,6.0,CHRNA1
O=C(Cn1nc(C2CCCCC2)cc(Cc2ccco2)c1=O)NC1Cc2ccccc2C1,CHEMBL1210515,IC50,nM,794.33,pIC50,,6.1,CHRNA1
Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,Ki,nM,1680.0,Ki,nM,1680.0,CHRNA1
Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,Ki,nM,5000.0,Ki,nM,5000.0,CHRNA1
Cl.Oc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209123,Ki,nM,15300.0,Ki,nM,15300.0,CHRNA1
Cl.c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209070,Ki,nM,1020.0,Ki,nM,1020.0,CHRNA1
Cl.Oc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1,CHEMBL1209125,Ki,nM,8320.0,Ki,nM,8320.0,CHRNA1
Cl.Fc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209183,Ki,nM,16900.0,Ki,nM,16900.0,CHRNA1
Cl.Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209184,Ki,nM,4430.0,Ki,nM,4430.0,CHRNA1
Cl.Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209185,Ki,nM,15000.0,Ki,nM,15000.0,CHRNA1
CS(=O)(=O)Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2.Cl,CHEMBL1209186,Ki,nM,15000.0,Ki,nM,15000.0,CHRNA1
CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,Ki,nM,13500.0,Ki,nM,13500.0,CHRNA1
CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,Ki,nM,11700.0,Ki,nM,11700.0,CHRNA1
CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1.Cl,CHEMBL1209242,Ki,nM,15000.0,Ki,nM,15000.0,CHRNA1
CCS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209243,Ki,nM,15000.0,Ki,nM,15000.0,CHRNA1
CC(C)S(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209244,Ki,nM,4240.0,Ki,nM,4240.0,CHRNA1
CC(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209305,Ki,nM,530.0,Ki,nM,530.0,CHRNA1
Cl.NC(=O)c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209306,Ki,nM,15000.0,Ki,nM,15000.0,CHRNA1
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,Ki,nM,8200.0,Ki,nM,8200.0,CHRNA1
CN1CCC[C@H]1c1cccnc1,CHEMBL3,Ki,nM,1480.0,Ki,nM,1480.0,CHRNA1
Cl.c1ccc(Nc2cncc(OC[C@@H]3CCCN3)c2)cc1,CHEMBL1258799,IC50,nM,9480.0,IC50,uM,9.48,CHRNA1
C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,CHEMBL1172929,IC50,nM,9400.0,IC50,uM,9.4,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(F)c1,CHEMBL1173275,IC50,nM,34000.0,IC50,uM,34.0,CHRNA1
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Br)c1,CHEMBL1173276,IC50,nM,7300.0,IC50,uM,7.3,CHRNA1
C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1171260,IC50,nM,21000.0,IC50,uM,21.0,CHRNA1
CCN1[C@@H](C)[C@](O)(c2cccc(Cl)c2)OCC1(C)C,CHEMBL1765599,IC50,nM,14000.0,IC50,uM,14.0,CHRNA1
CCCN1[C@@H](C)[C@](O)(c2cccc(Cl)c2)OCC1(C)C,CHEMBL1765600,IC50,nM,5500.0,IC50,uM,5.5,CHRNA1
CC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1173772,IC50,nM,13000.0,IC50,uM,13.0,CHRNA1
CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1173597,IC50,nM,5000.0,IC50,uM,5.0,CHRNA1
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1c1ccc(C)c(F)c1)N2,CHEMBL1812750,IC50,nM,7300.0,IC50,uM,7.3,CHRNA1
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1c1ccc(Cl)c(C)c1)N2C,CHEMBL1812749,IC50,nM,13000.0,IC50,uM,13.0,CHRNA1
Cc1cc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2cc(-c4ccccc4)no2)N3C)ccc1Cl,CHEMBL1812748,IC50,nM,3000.0,IC50,uM,3.0,CHRNA1
Cc1cc([C@H]2[C@@H](c3ccc(Cl)c(C)c3)C[C@@H]3CC[C@H]2N3C)on1,CHEMBL1812747,IC50,nM,13000.0,IC50,uM,13.0,CHRNA1
COC(=O)[C@H]1[C@@H](c2ccc(Cl)c(C)c2)C[C@@H]2CC[C@H]1N2,CHEMBL1812746,IC50,nM,11000.0,IC50,uM,11.0,CHRNA1
COC(=O)[C@H]1[C@@H](c2ccc(Cl)c(C)c2)C[C@@H]2CC[C@H]1N2C,CHEMBL1812745,IC50,nM,26000.0,IC50,uM,26.0,CHRNA1
Cc1cc2nc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)[nH]c2cc1C,CHEMBL1812744,IC50,nM,4700.0,IC50,uM,4.7,CHRNA1
COc1ccc(-c2cc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)on2)cc1,CHEMBL1812743,IC50,nM,19000.0,IC50,uM,19.0,CHRNA1
Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2cc(-c4ccc(Cl)cc4)no2)N3C)cc1,CHEMBL1812742,IC50,nM,95000.0,IC50,uM,95.0,CHRNA1
CCc1cc([C@H]2[C@@H](c3ccc(C)cc3)C[C@@H]3CC[C@H]2N3C)on1,CHEMBL1812741,IC50,nM,9900.0,IC50,uM,9.9,CHRNA1
Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC2CCC2)N3C)cc1,CHEMBL1812740,IC50,nM,9500.0,IC50,uM,9.5,CHRNA1
Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC(C)C)N3C)cc1,CHEMBL1812739,IC50,nM,12000.0,IC50,uM,12.0,CHRNA1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL894,IC50,nM,7900.0,IC50,uM,7.9,CHRNA1
CCc1cc(C2=CCC[C@@H]3CC[C@H]2N3)on1,CHEMBL1823380,IC50,nM,4200.0,IC50,uM,4.2,CHRNA1
CC(C)c1cc(C2=CCC[C@@H]3CC[C@H]2N3)on1,CHEMBL1823381,IC50,nM,5500.0,IC50,uM,5.5,CHRNA1
C1=C(c2cc(-c3ccccc3)no2)[C@H]2CC[C@@H](CC1)N2,CHEMBL1823382,IC50,nM,7800.0,IC50,uM,7.8,CHRNA1
CCOC(=O)c1cc(C2=CCC[C@@H]3CC[C@H]2N3)on1,CHEMBL1823383,IC50,nM,10000.0,IC50,uM,10.0,CHRNA1
Cc1cc([C@@]2(O)CCC[C@@H]3CC[C@H]2N3)on1,CHEMBL1823384,IC50,nM,10000.0,IC50,uM,10.0,CHRNA1
Cc1cc([C@]2(O)CCC[C@@H]3CC[C@H]2N3)on1,CHEMBL1823385,IC50,nM,10000.0,IC50,uM,10.0,CHRNA1
Cc1noc2c1[C@H]1CC[C@@H](CC2)N1,CHEMBL1823386,IC50,nM,10000.0,IC50,uM,10.0,CHRNA1
CCOC(=O)c1noc2c1[C@H]1CC[C@@H](CC2)N1,CHEMBL1823387,IC50,nM,10000.0,IC50,uM,10.0,CHRNA1
COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,CHEMBL134713,Ki,nM,3900.0,Ki,nM,3900.0,CHRNA1
COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,CHEMBL134713,Ki,nM,3900.0,Ki,nM,3900.0,CHRNA1
COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,CHEMBL2022495,IC50,nM,3981.07,pIC50,,5.4,CHRNA1
O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,CHEMBL2022739,IC50,nM,6309.57,pIC50,,5.2,CHRNA1
c1cncc(N2CCC3(CCCN3)C2)c1,CHEMBL504652,Ki,nM,5700.0,Ki,nM,5700.0,CHRNA1
c1cncc(N2CCC3(CC4CCN3C4)C2)c1,CHEMBL2057712,Ki,nM,9900.0,Ki,nM,9900.0,CHRNA1
c1cncc(N2CCC3(CC4CCN3CC4)C2)c1,CHEMBL2057713,Ki,nM,11000.0,Ki,nM,11000.0,CHRNA1
c1cncc(N2CCC3(C2)C2CCN3CC2)c1,CHEMBL2057714,Ki,nM,580.0,Ki,nM,580.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCCN3CCCCC3)[nH]n2)cc1,CHEMBL2087443,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccccc1-c1cc(NC(=O)CCCCN2CCCCC2)[nH]n1,CHEMBL2087445,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(F)cc2)n[nH]1,CHEMBL2087447,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
O=C(CCCCN1CCCCC1)Nc1cc(-c2ccc(Br)cc2)n[nH]1,CHEMBL2087448,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCCN3CCOCC3)[nH]n2)cc1,CHEMBL2087453,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCCN3CCCCCC3)[nH]n2)cc1,CHEMBL2087456,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCCN3CCCOCC3)[nH]n2)cc1,CHEMBL2087457,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,CHEMBL2086582,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)C(C)CCCN3CCCN(C(C)=O)CC3)[nH]n2)cc1,CHEMBL2086584,IC50,nM,30000.0,IC50,uM,30.0,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCN3CCCCCC3)[nH]n2)cc1,CHEMBL2180836,IC50,nM,31622.78,pIC50,,4.5,CHRNA1
COc1ccc(-c2cc(NC(=O)CCCN3CCCCC3)[nH]n2)cc1,CHEMBL2180835,IC50,nM,31622.78,pIC50,,4.5,CHRNA1
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CN1CCC[C@H]1c1cccnc1,CHEMBL3,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@H]3NC[C@@H]4C[C@@H]43)c2)on1,CHEMBL2178874,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CCc1cc(-c2cncc(OC[C@H]3NC[C@@H]4C[C@@H]43)c2)on1,CHEMBL2178873,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
FC(F)(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178872,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178871,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
O=C(Nc1ccccc1)OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178870,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
O=C(Nc1ccccc1)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178869,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CCNC(=O)OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178337,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CCNC(=O)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178336,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
c1ncc(-c2cc(CCN3CCOCC3)no2)cc1OC[C@@H]1CCCN1,CHEMBL2178335,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
c1ncc(-c2cc(CCN3CCOCC3)no2)cc1OC[C@@H]1CCN1,CHEMBL2178334,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
FCCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178333,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
FC(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178332,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
COCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178331,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
CN1CCC[C@H]1COc1cncc(-c2cc(CCO)no2)c1,CHEMBL2178330,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
OCCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178329,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178328,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL1852406,IC50,nM,1000.0,IC50,nM,1000.0,CHRNA1
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CN1CCC[C@H]1c1cccnc1,CHEMBL3,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@H]3NC[C@@H]4C[C@@H]43)c2)on1,CHEMBL2178874,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CCc1cc(-c2cncc(OC[C@H]3NC[C@@H]4C[C@@H]43)c2)on1,CHEMBL2178873,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
FC(F)(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178872,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178871,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
O=C(Nc1ccccc1)OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178870,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
O=C(Nc1ccccc1)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178869,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CCNC(=O)OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178337,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CCNC(=O)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178336,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
c1ncc(-c2cc(CCN3CCOCC3)no2)cc1OC[C@@H]1CCCN1,CHEMBL2178335,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
c1ncc(-c2cc(CCN3CCOCC3)no2)cc1OC[C@@H]1CCN1,CHEMBL2178334,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
FCCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178333,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
FC(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178332,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
COCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178331,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CN1CCC[C@H]1COc1cncc(-c2cc(CCO)no2)c1,CHEMBL2178330,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178329,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178328,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL1852406,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
c1cncc(OC[C@@H]2CCN2)c1,CHEMBL59986,Ki,nM,314.0,Ki,nM,314.0,CHRNA1
CN1CCC[C@H]1c1cccnc1,CHEMBL3,IC50,nM,21000.0,IC50,uM,21.0,CHRNA1
Clc1ccc(C2CC3CCC2N3)cn1,CHEMBL6623,IC50,nM,160.0,IC50,uM,0.16,CHRNA1
N=c1sccn1Cc1ccc(Cl)nc1,CHEMBL72675,IC50,nM,8000.0,IC50,uM,8.0,CHRNA1
N=C1SCCN1Cc1ccc(Cl)nc1,CHEMBL71046,IC50,nM,6000.0,IC50,uM,6.0,CHRNA1
